area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,18-Nov,Sarjapur  Road,984.0,2.0,1.0,59.0,2,5995.934959349594
Super built-up  Area,Ready To Move,Sarjapur  Road,1489.0,3.0,2.0,88.0,3,5910.006715916723
Super built-up  Area,18-Mar,Sarjapur  Road,1242.0,2.0,1.0,75.0,2,6038.647342995169
Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,1.0,135.0,3,6428.571428571428
Super built-up  Area,18-Jul,Sarjapur  Road,1700.0,3.0,2.0,93.5,3,5500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1862.0,4.0,1.0,110.0,3,5907.626208378088
Super built-up  Area,Ready To Move,Sarjapur  Road,1787.0,3.0,2.0,116.0,3,6491.326245103525
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,93.01,3,5500.295683027794
Super built-up  Area,Ready To Move,Sarjapur  Road,1028.0,2.0,1.0,56.0,2,5447.470817120623
Super built-up  Area,18-Dec,Sarjapur  Road,4395.0,4.0,2.0,242.0,4,5506.257110352673
Super built-up  Area,Ready To Move,Sarjapur  Road,1181.0,2.0,1.0,65.0,3,5503.81033022862
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,100.0,3,5913.660555884092
Super built-up  Area,Ready To Move,Sarjapur  Road,1026.0,2.0,1.0,60.55,2,5901.559454191033
Super built-up  Area,18-Apr,Sarjapur  Road,1350.0,2.0,1.0,85.0,2,6296.2962962962965
Super built-up  Area,18-May,Sarjapur  Road,1157.0,2.0,1.0,72.0,3,6222.990492653414
Super built-up  Area,Ready To Move,Sarjapur  Road,1019.0,2.0,1.0,62.0,2,6084.396467124632
Super built-up  Area,Ready To Move,Sarjapur  Road,3418.0,3.0,0.0,235.0,4,6875.365710942071
Built-up  Area,Ready To Move,Sarjapur  Road,1130.0,2.0,2.0,55.0,2,4867.256637168141
Super built-up  Area,19-Mar,Sarjapur  Road,1346.0,2.0,1.0,67.38,2,5005.94353640416
Super built-up  Area,19-Nov,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Super built-up  Area,18-Apr,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1222.0,2.0,1.0,68.0,3,5564.648117839607
Built-up  Area,Ready To Move,Sarjapur  Road,3420.0,4.0,2.0,225.0,4,6578.9473684210525
Super built-up  Area,Ready To Move,Sarjapur  Road,1242.0,2.0,1.0,78.0,2,6280.193236714976
Super built-up  Area,Ready To Move,Sarjapur  Road,1129.0,2.0,1.0,69.0,2,6111.603188662533
Super built-up  Area,19-Oct,Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Super built-up  Area,Ready To Move,Sarjapur  Road,1323.0,2.0,2.0,74.0,2,5593.348450491308
Built-up  Area,Ready To Move,Sarjapur  Road,1314.0,2.0,2.0,70.44,3,5360.730593607306
Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,2.0,130.0,3,6190.476190476191
Super built-up  Area,Ready To Move,Sarjapur  Road,702.0,1.0,0.0,35.8,1,5099.715099715099
Super built-up  Area,Ready To Move,Sarjapur  Road,1026.0,2.0,2.0,60.8,2,5925.925925925926
Built-up  Area,18-Apr,Sarjapur  Road,1216.0,2.0,2.0,70.0,2,5756.578947368421
Super built-up  Area,19-Mar,Sarjapur  Road,1112.0,2.0,1.0,62.0,2,5575.5395683453235
Super built-up  Area,Ready To Move,Sarjapur  Road,1273.0,2.0,2.0,60.0,2,4713.275726630008
Super built-up  Area,18-Nov,Sarjapur  Road,1157.0,2.0,1.0,69.0,3,5963.699222126188
Super built-up  Area,Ready To Move,Sarjapur  Road,1026.0,2.0,1.0,60.8,2,5925.925925925926
Super built-up  Area,18-Apr,Sarjapur  Road,1370.0,2.0,1.0,70.0,2,5109.489051094891
Super built-up  Area,18-Jul,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,20-Aug,Sarjapur  Road,475.0,1.0,1.0,26.0,1,5473.684210526316
Super built-up  Area,Ready To Move,Sarjapur  Road,1197.0,2.0,1.0,56.86,2,4750.208855472013
Super built-up  Area,Ready To Move,Sarjapur  Road,1660.0,2.0,2.0,116.0,3,6987.951807228916
Super built-up  Area,18-Jul,Sarjapur  Road,1194.0,2.0,1.0,57.0,2,4773.869346733668
Super built-up  Area,18-Nov,Sarjapur  Road,984.0,2.0,1.0,45.75,2,4649.390243902439
Super built-up  Area,18-May,Sarjapur  Road,1346.0,2.0,1.0,69.61,2,5171.619613670134
Super built-up  Area,Ready To Move,Sarjapur  Road,1612.0,3.0,1.0,98.38,3,6102.977667493797
Super built-up  Area,Ready To Move,Sarjapur  Road,1290.0,2.0,2.0,88.0,2,6821.705426356589
Super built-up  Area,18-Apr,Sarjapur  Road,1371.0,2.0,1.0,86.0,2,6272.793581327498
Super built-up  Area,Ready To Move,Sarjapur  Road,2140.0,3.0,2.0,139.0,3,6495.327102803738
Super built-up  Area,Ready To Move,Sarjapur  Road,1044.0,2.0,2.0,55.0,2,5268.199233716475
Super built-up  Area,Ready To Move,Sarjapur  Road,1600.0,3.0,1.0,85.0,3,5312.5
Super built-up  Area,Ready To Move,Sarjapur  Road,1309.0,2.0,3.0,69.5,2,5309.396485867074
Super built-up  Area,18-Dec,Sarjapur  Road,1691.0,3.0,2.0,100.0,3,5913.660555884092
Built-up  Area,Ready To Move,Sarjapur  Road,1367.0,2.0,0.0,80.0,2,5852.231163130944
Built-up  Area,Ready To Move,Sarjapur  Road,1565.0,3.0,2.0,78.0,3,4984.025559105431
Super built-up  Area,Ready To Move,Sarjapur  Road,4395.0,4.0,2.0,242.0,4,5506.257110352673
Super built-up  Area,18-Jun,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,18-Nov,Sarjapur  Road,1112.0,2.0,1.0,58.0,2,5215.827338129497
Super built-up  Area,Ready To Move,Sarjapur  Road,1340.0,2.0,0.0,75.0,2,5597.014925373134
Super built-up  Area,Ready To Move,Sarjapur  Road,1850.0,3.0,2.0,89.0,3,4810.810810810811
Super built-up  Area,18-Apr,Sarjapur  Road,1132.0,2.0,1.0,70.0,2,6183.745583038869
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1330.0,2.0,1.0,48.0,3,3609.0225563909776
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1329.0,2.0,2.0,45.95,3,3457.486832204665
Plot  Area,Ready To Move,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3,3541.6666666666665
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3,3102.6252983293557
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3,3684.2105263157896
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1,3195.945945945946
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3,3344.051446945338
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2,5787.037037037037
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2,5686.789151356081
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1665.0,3.0,0.0,110.0,3,6606.606606606607
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3,5625.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2,5361.494719740049
Plot  Area,Ready To Move,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4,9166.666666666666
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2,8500.42992261393
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2,8500.42992261393
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2,8569.29955290611
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2,8500.0
Super built-up  Area,18-Dec,Seegehalli,901.0,2.0,1.0,35.14,2,3900.110987791343
Plot  Area,Ready To Move,Seegehalli,800.0,1.0,0.0,50.0,2,6250.0
Plot  Area,Ready To Move,Seegehalli,1155.0,2.0,0.0,72.0,2,6233.766233766234
Built-up  Area,Ready To Move,Seegehalli,3000.0,5.0,3.0,150.0,4,5000.0
Super built-up  Area,Ready To Move,Seegehalli,2800.0,4.0,3.0,140.0,4,5000.0
Super built-up  Area,Ready To Move,Seegehalli,1096.0,2.0,1.0,41.0,2,3740.875912408759
Super built-up  Area,18-Aug,Seegehalli,1134.0,2.0,2.0,45.0,2,3968.253968253968
Super built-up  Area,Ready To Move,Seegehalli,1176.0,2.0,2.0,50.0,2,4251.700680272109
Super built-up  Area,Ready To Move,Shampura,700.0,1.0,2.0,35.0,2,5000.0
Built-up  Area,Ready To Move,Shampura,1400.0,3.0,1.0,70.0,3,5000.0
Built-up  Area,Ready To Move,Shampura,1475.0,3.0,3.0,78.0,3,5288.135593220339
Plot  Area,Ready To Move,Shivaji Nagar,3820.0,1.0,1.0,306.0,1,8010.471204188481
Built-up  Area,Ready To Move,Singasandra,1440.0,2.0,3.0,65.0,3,4513.888888888889
Built-up  Area,Ready To Move,Singasandra,3850.0,6.0,3.0,195.0,4,5064.935064935065
Super built-up  Area,Ready To Move,Singasandra,1100.0,2.0,1.0,52.0,2,4727.272727272727
Super built-up  Area,Ready To Move,Singasandra,1306.0,2.0,2.0,58.0,3,4441.04134762634
Super built-up  Area,Ready To Move,Singasandra,1300.0,2.0,2.0,65.0,2,5000.0
Built-up  Area,Ready To Move,Singasandra,1375.0,2.0,3.0,58.0,2,4218.181818181818
Super built-up  Area,Ready To Move,Singasandra,1510.0,3.0,2.0,75.0,3,4966.887417218543
Super built-up  Area,Ready To Move,Singasandra,1179.0,2.0,2.0,56.0,2,4749.787955894826
Super built-up  Area,Ready To Move,Singasandra,1416.0,2.0,2.0,67.0,2,4731.6384180790965
Super built-up  Area,Ready To Move,Singasandra,1476.0,2.0,1.0,73.0,3,4945.79945799458
Super built-up  Area,Ready To Move,Singasandra,1465.0,2.0,3.0,60.0,2,4095.563139931741
Built-up  Area,Ready To Move,Somasundara Palya,1255.0,2.0,2.0,67.0,2,5338.645418326693
Super built-up  Area,Ready To Move,Somasundara Palya,1448.0,2.0,2.0,68.0,2,4696.132596685083
Super built-up  Area,Ready To Move,Somasundara Palya,1260.0,2.0,1.0,60.0,2,4761.9047619047615
Built-up  Area,Ready To Move,Somasundara Palya,1033.0,2.0,2.0,48.0,2,4646.660212971927
Super built-up  Area,Ready To Move,Somasundara Palya,1329.0,2.0,2.0,70.0,2,5267.11813393529
Built-up  Area,Ready To Move,Somasundara Palya,2372.0,3.0,0.0,140.0,3,5902.192242833053
Super built-up  Area,Ready To Move,Somasundara Palya,1185.0,2.0,3.0,70.0,2,5907.172995780591
Built-up  Area,Ready To Move,Somasundara Palya,2400.0,3.0,3.0,140.0,4,5833.333333333333
Super built-up  Area,Ready To Move,Somasundara Palya,1650.0,3.0,0.0,95.0,3,5757.575757575758
Built-up  Area,Ready To Move,Sompura,1126.0,2.0,2.0,39.0,2,3463.587921847247
Built-up  Area,Ready To Move,Sompura,825.0,2.0,1.0,32.0,2,3878.787878787879
Super built-up  Area,Ready To Move,Sompura,2150.0,3.0,2.0,85.0,4,3953.4883720930234
Super built-up  Area,Ready To Move,Sonnenahalli,614.5,1.0,0.0,30.715,1,4998.372660699756
Super built-up  Area,18-Dec,Sonnenahalli,1484.0,3.0,1.0,74.18,3,4998.652291105122
Super built-up  Area,18-Dec,Sonnenahalli,1610.0,3.0,2.0,80.48,3,4998.757763975155
Super built-up  Area,Ready To Move,Sonnenahalli,1415.0,2.0,1.0,65.0,3,4593.639575971732
Super built-up  Area,18-Dec,Sonnenahalli,605.0,1.0,1.0,30.24,1,4998.347107438017
Built-up  Area,Ready To Move,Sonnenahalli,1484.0,3.0,1.0,75.0,3,5053.908355795148
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,0.0,50.17,2,5400.4305705059205
Super built-up  Area,Ready To Move,Subramanyapura,975.0,2.0,1.0,58.0,2,5948.717948717948
Super built-up  Area,Ready To Move,Subramanyapura,985.0,2.0,1.0,58.0,2,5888.324873096447
Super built-up  Area,Ready To Move,Subramanyapura,1313.0,2.0,2.0,73.0,2,5559.786747905559
Super built-up  Area,Ready To Move,Subramanyapura,1313.0,2.0,2.0,66.5,2,5064.737242955065
Built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,1.0,48.0,2,5166.846071044133
Super built-up  Area,Ready To Move,Subramanyapura,950.0,2.0,1.0,55.0,2,5789.473684210527
Super built-up  Area,Ready To Move,Subramanyapura,960.0,2.0,1.0,55.0,2,5729.166666666667
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,2.0,49.0,2,5274.48869752422
Super built-up  Area,Ready To Move,Subramanyapura,929.0,1.0,2.0,51.0,2,5489.773950484392
Carpet  Area,Ready To Move,Sultan Palaya,1700.0,3.0,3.0,120.0,3,7058.823529411765
Built-up  Area,Ready To Move,Sultan Palaya,900.0,2.0,2.0,45.0,2,5000.0
Super built-up  Area,Ready To Move,Sultan Palaya,1009.0,2.0,1.0,65.0,2,6442.021803766105
Super built-up  Area,Ready To Move,Sultan Palaya,1070.0,2.0,2.0,49.0,2,4579.439252336449
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,60.0,2,5000.0
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,65.0,2,5416.666666666667
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,70.0,2,5833.333333333333
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,66.0,2,5500.0
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
Built-up  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,65.0,2,5416.666666666667
Super built-up  Area,Ready To Move,TC Palaya,1500.0,2.0,0.0,75.0,2,5000.0
Built-up  Area,Ready To Move,TC Palaya,1100.0,2.0,0.0,65.0,2,5909.090909090909
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,1.0,70.0,2,5833.333333333333
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
Built-up  Area,Ready To Move,TC Palaya,1082.0,2.0,2.0,64.0,2,5914.972273567468
Super built-up  Area,21-Dec,Talaghattapura,1868.0,3.0,2.0,131.0,3,7012.847965738758
Super built-up  Area,18-May,Talaghattapura,2038.5,3.0,0.0,120.0,3,5886.681383370125
Super built-up  Area,Ready To Move,Talaghattapura,2106.0,3.0,2.0,126.0,3,5982.9059829059825
Super built-up  Area,21-Mar,Talaghattapura,1868.0,3.0,1.0,121.0,3,6477.516059957174
Super built-up  Area,Ready To Move,Talaghattapura,2106.0,3.0,2.0,126.0,3,5982.9059829059825
Super built-up  Area,21-Mar,Talaghattapura,1868.0,3.0,1.0,120.0,3,6423.982869379015
Super built-up  Area,21-Dec,Talaghattapura,1804.0,3.0,1.0,115.0,3,6374.7228381374725
Super built-up  Area,21-Feb,Talaghattapura,2254.0,3.0,2.0,153.0,3,6787.93256433008
Super built-up  Area,21-Dec,Talaghattapura,2106.0,3.0,3.0,148.0,3,7027.540360873694
Super built-up  Area,21-Dec,Talaghattapura,2273.0,3.0,3.0,159.0,3,6995.160580730312
Super built-up  Area,21-Dec,Talaghattapura,2099.0,3.0,3.0,147.0,3,7003.334921391139
Super built-up  Area,21-Dec,Talaghattapura,2273.0,3.0,2.0,145.0,3,6379.234491860977
Super built-up  Area,Ready To Move,Talaghattapura,1175.0,2.0,2.0,62.0,2,5276.595744680851
Super built-up  Area,21-Dec,Talaghattapura,1804.0,3.0,2.0,127.0,3,7039.911308203991
Super built-up  Area,18-May,Talaghattapura,2038.5,3.0,0.0,122.0,3,5984.792739759627
Super built-up  Area,21-Dec,Talaghattapura,2265.0,3.0,3.0,159.0,3,7019.867549668874
Super built-up  Area,21-Dec,Talaghattapura,2099.0,3.0,2.0,134.0,3,6383.992377322535
Super built-up  Area,18-Dec,Thanisandra,1436.0,3.0,1.0,74.75,3,5205.431754874652
Super built-up  Area,Ready To Move,Thanisandra,1825.0,3.0,2.0,100.0,3,5479.45205479452
Super built-up  Area,Ready To Move,Thanisandra,2144.0,3.0,2.0,135.0,3,6296.641791044776
Built-up  Area,Ready To Move,Thanisandra,1240.0,2.0,1.0,62.0,3,5000.0
Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,1.0,79.0,3,6245.059288537549
Super built-up  Area,Ready To Move,Thanisandra,1651.0,3.0,3.0,97.38,3,5898.24348879467
Super built-up  Area,Ready To Move,Thanisandra,1564.0,3.0,1.0,101.0,3,6457.800511508952
Super built-up  Area,Ready To Move,Thanisandra,1800.0,3.0,3.0,90.0,3,5000.0
Super built-up  Area,17-Jul,Thanisandra,1573.0,3.0,2.0,95.0,3,6039.4151303242215
Super built-up  Area,Ready To Move,Thanisandra,1917.0,3.0,3.0,122.0,3,6364.110589462703
Super built-up  Area,Ready To Move,Thanisandra,2002.0,3.0,2.0,112.0,3,5594.4055944055945
Super built-up  Area,19-Mar,Thanisandra,923.0,1.0,1.0,60.84,1,6591.549295774648
Super built-up  Area,Ready To Move,Thanisandra,1743.0,3.0,2.0,93.25,3,5349.971313826735
Super built-up  Area,Ready To Move,Thanisandra,1698.0,3.0,2.0,102.0,3,6007.067137809187
Super built-up  Area,19-Mar,Thanisandra,1411.0,3.0,1.0,93.04,3,6593.905031892275
Super built-up  Area,Ready To Move,Thanisandra,1801.0,3.0,1.0,115.0,3,6385.341476957246
Super built-up  Area,18-Apr,Thanisandra,1917.0,4.0,2.0,113.0,3,5894.627021387585
Super built-up  Area,Ready To Move,Thanisandra,662.0,1.0,1.0,42.0,1,6344.410876132931
Super built-up  Area,Ready To Move,Thanisandra,1922.0,3.0,3.0,106.0,3,5515.088449531738
Super built-up  Area,Ready To Move,Thanisandra,1200.0,2.0,1.0,65.0,3,5416.666666666667
Super built-up  Area,Ready To Move,Thanisandra,1917.0,4.0,2.0,100.0,3,5216.484089723526
Super built-up  Area,Ready To Move,Thanisandra,2127.0,3.0,2.0,135.0,3,6346.967559943582
Super built-up  Area,Ready To Move,Thanisandra,1698.0,3.0,2.0,107.0,3,6301.531213191991
Super built-up  Area,19-Dec,Thanisandra,1546.0,3.0,1.0,95.0,3,6144.890038809832
Super built-up  Area,Ready To Move,Thanisandra,1697.0,3.0,2.0,110.0,3,6482.027106658809
Built-up  Area,Ready To Move,Thanisandra,1492.0,3.0,1.0,88.0,3,5898.123324396783
Built-up  Area,Ready To Move,Thanisandra,2072.0,3.0,2.0,122.0,3,5888.030888030888
Super built-up  Area,Ready To Move,Thanisandra,1880.0,3.0,3.0,120.0,3,6382.978723404255
Super built-up  Area,Ready To Move,Thanisandra,760.0,1.0,2.0,50.0,1,6578.9473684210525
Super built-up  Area,Ready To Move,Thanisandra,933.0,2.0,1.0,58.0,1,6216.505894962486
Super built-up  Area,Ready To Move,Thanisandra,1917.0,3.0,2.0,110.0,3,5738.132498695879
Super built-up  Area,19-May,Thanisandra,1996.0,4.0,1.0,123.0,3,6162.324649298597
Built-up  Area,Ready To Move,Thanisandra,1491.0,3.0,1.0,88.0,3,5902.079141515761
Super built-up  Area,Ready To Move,Thanisandra,1881.0,3.0,0.0,95.0,3,5050.50505050505
Super built-up  Area,Ready To Move,Thanisandra,1564.0,3.0,2.0,100.0,3,6393.861892583121
Super built-up  Area,Ready To Move,Thanisandra,1573.0,3.0,2.0,98.0,3,6230.1335028607755
Super built-up  Area,Ready To Move,Thanisandra,1262.0,2.0,1.0,83.0,3,6576.862123613312
Super built-up  Area,Ready To Move,Thanisandra,1935.0,4.0,2.0,122.0,3,6304.909560723514
Super built-up  Area,Ready To Move,Thanisandra,662.0,1.0,0.0,38.0,1,5740.181268882176
Super built-up  Area,Ready To Move,Thanisandra,1595.0,3.0,1.0,105.0,3,6583.0721003134795
Built-up  Area,Ready To Move,Thanisandra,1241.0,2.0,1.0,65.0,3,5237.711522965351
Super built-up  Area,Ready To Move,Thanisandra,1262.0,2.0,1.0,65.0,3,5150.5546751188585
Super built-up  Area,18-Dec,Thanisandra,1732.0,3.0,1.0,112.0,3,6466.512702078522
Super built-up  Area,18-May,Thanisandra,933.0,1.0,1.0,61.0,1,6538.049303322615
Super built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,2.0,107.0,3,6286.721504112808
Super built-up  Area,19-May,Thanisandra,2030.0,4.0,1.0,125.0,3,6157.635467980295
Built-up  Area,18-Apr,Thanisandra,1573.0,3.0,1.0,90.0,3,5721.551176096631
Super built-up  Area,18-May,Thanisandra,1595.0,3.0,2.0,96.0,3,6018.808777429467
Super built-up  Area,Ready To Move,Thanisandra,1261.0,2.0,1.0,80.0,3,6344.171292624901
Super built-up  Area,Ready To Move,Thanisandra,1884.0,4.0,2.0,117.0,3,6210.1910828025475
Super built-up  Area,Ready To Move,Thanisandra,1930.0,4.0,2.0,122.0,3,6321.243523316062
Super built-up  Area,Ready To Move,Thanisandra,1241.0,2.0,1.0,68.0,3,5479.45205479452
Super built-up  Area,Ready To Move,Thanisandra,1930.0,4.0,2.0,120.0,3,6217.616580310881
Super built-up  Area,Ready To Move,Thanisandra,1801.0,3.0,2.0,115.0,3,6385.341476957246
Super built-up  Area,Ready To Move,Thanisandra,1806.0,6.0,2.0,116.0,3,6423.034330011074
Super built-up  Area,Ready To Move,Thanisandra,1965.0,4.0,2.0,125.0,3,6361.323155216285
Super built-up  Area,17-Dec,Thanisandra,1573.0,3.0,2.0,100.0,3,6357.279084551812
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,230.0,4,7367.072389493914
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,235.0,4,7527.226137091608
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,103.0,2,7263.7517630465445
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,101.0,2,7122.708039492242
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,104.0,2,7334.273624823695
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,5.0,2.0,225.0,4,7206.91864189622
Super built-up  Area,Ready To Move,Thigalarapalya,2912.0,6.0,2.0,210.0,4,7211.538461538462
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,103.0,2,7263.7517630465445
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,106.0,2,7475.317348377997
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,104.0,2,7334.273624823695
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,237.0,4,7591.287636130685
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,105.0,2,7404.795486600846
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,104.0,2,7334.273624823695
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,106.0,2,7475.317348377997
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,105.0,2,7404.795486600846
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,235.0,4,7527.226137091608
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,105.0,2,7404.795486600846
Built-up  Area,Ready To Move,Thigalarapalya,3362.0,5.0,2.0,249.0,4,7406.305770374777
Super built-up  Area,Ready To Move,Thigalarapalya,1400.0,2.0,2.0,105.0,2,7500.0
Super built-up  Area,Ready To Move,Thigalarapalya,1297.0,2.0,2.0,98.0,2,7555.898226676947
Built-up  Area,Ready To Move,Thubarahalli,3800.0,4.0,3.0,239.0,4,6289.473684210527
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,78.0,2,6500.0
Super built-up  Area,Ready To Move,Thubarahalli,1128.0,2.0,2.0,75.0,2,6648.936170212766
Super built-up  Area,Ready To Move,Thubarahalli,1085.0,2.0,1.0,70.0,2,6451.612903225807
Built-up  Area,Ready To Move,Thubarahalli,1216.0,2.0,1.0,80.0,2,6578.9473684210525
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,79.0,2,6583.333333333333
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,80.0,2,6666.666666666667
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,79.55,2,6629.166666666667
Super built-up  Area,Ready To Move,Thyagaraja Nagar,2000.0,4.0,2.0,145.0,5,7250.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,3000.0,6.0,3.0,180.0,7,6000.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,1270.0,2.0,2.0,95.25,3,7500.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,1040.0,2.0,1.0,68.0,2,6538.461538461538
